GET ATOMIC IMAGES OF A CHOSEN RESOLUTION

input file of scattering factors :
    MX_wk1995_6.SF
truncation radius          11.0000
distance grid step          0.0010
resolution cut-off          1.0000
resolution grid number   2000
temperature factor          0.0000
number of atomic types      7
following atomic types are chosen :
    C    N    O    P    S    Fe   Au  

scattering factors file. First line:
following wk1995.cpp from Phenix

table of scattering factors contains data for  213  atomic types
    6 -Gaussian approximation is used
identified positions in the table
    7    8    9   16   17   27   80

     N     dist       C              N              O              P              S              Fe             Au             
 10887    10.8870       -0.00344639    -0.00395125    -0.00475564    -0.01365765    -0.01437801    -0.02347422    -0.09605202
 10888    10.8880       -0.00346405    -0.00397168    -0.00478042    -0.01372783    -0.01445170    -0.02359576    -0.09654421
 10889    10.8890       -0.00348156    -0.00399195    -0.00480499    -0.01379745    -0.01452479    -0.02371634    -0.09703241
 10890    10.8900       -0.00349893    -0.00401206    -0.00482937    -0.01386649    -0.01459728    -0.02383593    -0.09751659
 10891    10.8910       -0.00351615    -0.00403200    -0.00485355    -0.01393496    -0.01466917    -0.02395454    -0.09799675
 10892    10.8920       -0.00353323    -0.00405178    -0.00487753    -0.01400286    -0.01474046    -0.02407215    -0.09847287
 10893    10.8930       -0.00355016    -0.00407138    -0.00490131    -0.01407018    -0.01481113    -0.02418878    -0.09894492
 10894    10.8940       -0.00356695    -0.00409082    -0.00492488    -0.01413691    -0.01488120    -0.02430440    -0.09941289
 10895    10.8950       -0.00358359    -0.00411009    -0.00494825    -0.01420307    -0.01495065    -0.02441903    -0.09987676
 10896    10.8960       -0.00360008    -0.00412920    -0.00497142    -0.01426864    -0.01501948    -0.02453264    -0.10033653
 10897    10.8970       -0.00361643    -0.00414813    -0.00499438    -0.01433362    -0.01508770    -0.02464525    -0.10079216
 10898    10.8980       -0.00363262    -0.00416689    -0.00501714    -0.01439802    -0.01515530    -0.02475684    -0.10124364
 10899    10.8990       -0.00364867    -0.00418548    -0.00503969    -0.01446182    -0.01522227    -0.02486742    -0.10169097
 10900    10.9000       -0.00366457    -0.00420389    -0.00506203    -0.01452503    -0.01528862    -0.02497697    -0.10213411
 10901    10.9010       -0.00368031    -0.00422214    -0.00508417    -0.01458764    -0.01535434    -0.02508549    -0.10257306
 10902    10.9020       -0.00369591    -0.00424021    -0.00510610    -0.01464965    -0.01541943    -0.02519299    -0.10300780
 10903    10.9030       -0.00371135    -0.00425811    -0.00512781    -0.01471106    -0.01548389    -0.02529945    -0.10343831
 10904    10.9040       -0.00372664    -0.00427583    -0.00514932    -0.01477186    -0.01554771    -0.02540487    -0.10386458
 10905    10.9050       -0.00374178    -0.00429338    -0.00517061    -0.01483207    -0.01561089    -0.02550925    -0.10428659
 10906    10.9060       -0.00375676    -0.00431075    -0.00519170    -0.01489166    -0.01567344    -0.02561259    -0.10470433
 10907    10.9070       -0.00377159    -0.00432794    -0.00521257    -0.01495064    -0.01573534    -0.02571487    -0.10511778
 10908    10.9080       -0.00378627    -0.00434496    -0.00523322    -0.01500902    -0.01579660    -0.02581611    -0.10552694
 10909    10.9090       -0.00380079    -0.00436180    -0.00525367    -0.01506677    -0.01585722    -0.02591628    -0.10593177
 10910    10.9100       -0.00381516    -0.00437846    -0.00527389    -0.01512392    -0.01591718    -0.02601540    -0.10633228
 10911    10.9110       -0.00382937    -0.00439494    -0.00529391    -0.01518044    -0.01597650    -0.02611345    -0.10672844
 10912    10.9120       -0.00384342    -0.00441124    -0.00531370    -0.01523634    -0.01603516    -0.02621044    -0.10712024
 10913    10.9130       -0.00385732    -0.00442736    -0.00533328    -0.01529162    -0.01609317    -0.02630635    -0.10750767
 10914    10.9140       -0.00387106    -0.00444331    -0.00535264    -0.01534628    -0.01615052    -0.02640120    -0.10789071
 10915    10.9150       -0.00388464    -0.00445907    -0.00537178    -0.01540031    -0.01620721    -0.02649496    -0.10826935
 10916    10.9160       -0.00389806    -0.00447464    -0.00539071    -0.01545372    -0.01626324    -0.02658764    -0.10864358
 10917    10.9170       -0.00391133    -0.00449004    -0.00540941    -0.01550649    -0.01631861    -0.02667924    -0.10901338
 10918    10.9180       -0.00392443    -0.00450525    -0.00542789    -0.01555863    -0.01637332    -0.02676976    -0.10937875
 10919    10.9190       -0.00393738    -0.00452028    -0.00544615    -0.01561014    -0.01642736    -0.02685918    -0.10973966
 10920    10.9200       -0.00395017    -0.00453513    -0.00546419    -0.01566102    -0.01648073    -0.02694751    -0.11009611
 10921    10.9210       -0.00396279    -0.00454979    -0.00548201    -0.01571126    -0.01653343    -0.02703474    -0.11044807
 10922    10.9220       -0.00397525    -0.00456427    -0.00549960    -0.01576085    -0.01658545    -0.02712087    -0.11079555
 10923    10.9230       -0.00398756    -0.00457856    -0.00551698    -0.01580981    -0.01663681    -0.02720591    -0.11113853
 10924    10.9240       -0.00399970    -0.00459266    -0.00553412    -0.01585813    -0.01668749    -0.02728983    -0.11147700
 10925    10.9250       -0.00401168    -0.00460658    -0.00555104    -0.01590580    -0.01673749    -0.02737265    -0.11181094
 10926    10.9260       -0.00402349    -0.00462031    -0.00556774    -0.01595283    -0.01678681    -0.02745436    -0.11214034
 10927    10.9270       -0.00403514    -0.00463385    -0.00558421    -0.01599921    -0.01683545    -0.02753495    -0.11246520
 10928    10.9280       -0.00404663    -0.00464721    -0.00560046    -0.01604494    -0.01688341    -0.02761442    -0.11278549
 10929    10.9290       -0.00405796    -0.00466038    -0.00561647    -0.01609002    -0.01693068    -0.02769278    -0.11310122
 10930    10.9300       -0.00406912    -0.00467336    -0.00563226    -0.01613445    -0.01697727    -0.02777001    -0.11341236
 10931    10.9310       -0.00408011    -0.00468614    -0.00564782    -0.01617822    -0.01702317    -0.02784612    -0.11371892
 10932    10.9320       -0.00409094    -0.00469874    -0.00566315    -0.01622134    -0.01706839    -0.02792110    -0.11402087
 10933    10.9330       -0.00410161    -0.00471115    -0.00567826    -0.01626381    -0.01711291    -0.02799496    -0.11431821
 10934    10.9340       -0.00411211    -0.00472337    -0.00569313    -0.01630561    -0.01715674    -0.02806768    -0.11461093
 10935    10.9350       -0.00412244    -0.00473540    -0.00570777    -0.01634676    -0.01719987    -0.02813926    -0.11489902
 10936    10.9360       -0.00413261    -0.00474724    -0.00572219    -0.01638725    -0.01724232    -0.02820971    -0.11518246
 10937    10.9370       -0.00414261    -0.00475888    -0.00573637    -0.01642708    -0.01728406    -0.02827901    -0.11546125
 10938    10.9380       -0.00415244    -0.00477033    -0.00575032    -0.01646624    -0.01732511    -0.02834718    -0.11573539
 10939    10.9390       -0.00416210    -0.00478159    -0.00576403    -0.01650474    -0.01736546    -0.02841420    -0.11600485
 10940    10.9400       -0.00417160    -0.00479266    -0.00577752    -0.01654257    -0.01740511    -0.02848008    -0.11626964
 10941    10.9410       -0.00418093    -0.00480353    -0.00579077    -0.01657973    -0.01744405    -0.02854480    -0.11652973
 10942    10.9420       -0.00419009    -0.00481421    -0.00580379    -0.01661623    -0.01748230    -0.02860838    -0.11678514
 10943    10.9430       -0.00419908    -0.00482470    -0.00581657    -0.01665206    -0.01751984    -0.02867080    -0.11703583
 10944    10.9440       -0.00420790    -0.00483499    -0.00582912    -0.01668722    -0.01755667    -0.02873207    -0.11728182
 10945    10.9450       -0.00421656    -0.00484509    -0.00584144    -0.01672170    -0.01759280    -0.02879218    -0.11752309
 10946    10.9460       -0.00422504    -0.00485499    -0.00585352    -0.01675551    -0.01762822    -0.02885113    -0.11775962
 10947    10.9470       -0.00423335    -0.00486470    -0.00586536    -0.01678865    -0.01766293    -0.02890892    -0.11799143
 10948    10.9480       -0.00424150    -0.00487421    -0.00587697    -0.01682112    -0.01769693    -0.02896555    -0.11821848
 10949    10.9490       -0.00424947    -0.00488353    -0.00588834    -0.01685290    -0.01773022    -0.02902102    -0.11844079
 10950    10.9500       -0.00425727    -0.00489264    -0.00589947    -0.01688402    -0.01776280    -0.02907531    -0.11865835
 10951    10.9510       -0.00426490    -0.00490157    -0.00591037    -0.01691445    -0.01779467    -0.02912844    -0.11887113
 10952    10.9520       -0.00427236    -0.00491029    -0.00592103    -0.01694420    -0.01782582    -0.02918040    -0.11907915
 10953    10.9530       -0.00427965    -0.00491882    -0.00593146    -0.01697328    -0.01785625    -0.02923119    -0.11928239
 10954    10.9540       -0.00428677    -0.00492715    -0.00594164    -0.01700167    -0.01788597    -0.02928081    -0.11948084
 10955    10.9550       -0.00429371    -0.00493529    -0.00595159    -0.01702938    -0.01791497    -0.02932925    -0.11967451
 10956    10.9560       -0.00430049    -0.00494322    -0.00596130    -0.01705641    -0.01794326    -0.02937652    -0.11986338
 10957    10.9570       -0.00430709    -0.00495096    -0.00597077    -0.01708276    -0.01797082    -0.02942261    -0.12004745
 10958    10.9580       -0.00431352    -0.00495850    -0.00598000    -0.01710842    -0.01799767    -0.02946752    -0.12022671
 10959    10.9590       -0.00431977    -0.00496584    -0.00598899    -0.01713340    -0.01802380    -0.02951125    -0.12040117
 10960    10.9600       -0.00432586    -0.00497298    -0.00599774    -0.01715769    -0.01804920    -0.02955380    -0.12057080
 10961    10.9610       -0.00433177    -0.00497993    -0.00600625    -0.01718129    -0.01807388    -0.02959517    -0.12073561
 10962    10.9620       -0.00433750    -0.00498667    -0.00601452    -0.01720421    -0.01809784    -0.02963535    -0.12089560
 10963    10.9630       -0.00434307    -0.00499321    -0.00602255    -0.01722644    -0.01812108    -0.02967435    -0.12105075
 10964    10.9640       -0.00434846    -0.00499956    -0.00603034    -0.01724798    -0.01814359    -0.02971216    -0.12120107
 10965    10.9650       -0.00435367    -0.00500570    -0.00603788    -0.01726884    -0.01816538    -0.02974879    -0.12134654
 10966    10.9660       -0.00435871    -0.00501165    -0.00604519    -0.01728900    -0.01818644    -0.02978422    -0.12148718
 10967    10.9670       -0.00436358    -0.00501740    -0.00605226    -0.01730848    -0.01820678    -0.02981847    -0.12162297
 10968    10.9680       -0.00436828    -0.00502294    -0.00605908    -0.01732726    -0.01822639    -0.02985153    -0.12175390
 10969    10.9690       -0.00437280    -0.00502829    -0.00606566    -0.01734535    -0.01824528    -0.02988340    -0.12187998
 10970    10.9700       -0.00437715    -0.00503343    -0.00607200    -0.01736275    -0.01826344    -0.02991408    -0.12200120
 10971    10.9710       -0.00438132    -0.00503837    -0.00607810    -0.01737946    -0.01828087    -0.02994356    -0.12211757
 10972    10.9720       -0.00438531    -0.00504312    -0.00608396    -0.01739548    -0.01829757    -0.02997185    -0.12222906
 10973    10.9730       -0.00438914    -0.00504766    -0.00608957    -0.01741081    -0.01831354    -0.02999895    -0.12233570
 10974    10.9740       -0.00439279    -0.00505200    -0.00609494    -0.01742544    -0.01832879    -0.03002485    -0.12243746
 10975    10.9750       -0.00439626    -0.00505614    -0.00610007    -0.01743938    -0.01834330    -0.03004956    -0.12253435
 10976    10.9760       -0.00439956    -0.00506008    -0.00610495    -0.01745262    -0.01835709    -0.03007307    -0.12262637
 10977    10.9770       -0.00440268    -0.00506382    -0.00610960    -0.01746517    -0.01837014    -0.03009539    -0.12271352
 10978    10.9780       -0.00440563    -0.00506735    -0.00611400    -0.01747703    -0.01838247    -0.03011651    -0.12279578
 10979    10.9790       -0.00440840    -0.00507069    -0.00611815    -0.01748819    -0.01839406    -0.03013643    -0.12287317
 10980    10.9800       -0.00441100    -0.00507382    -0.00612207    -0.01749866    -0.01840493    -0.03015515    -0.12294568
 10981    10.9810       -0.00441342    -0.00507676    -0.00612574    -0.01750843    -0.01841506    -0.03017268    -0.12301332
 10982    10.9820       -0.00441567    -0.00507949    -0.00612916    -0.01751751    -0.01842447    -0.03018901    -0.12307606
 10983    10.9830       -0.00441775    -0.00508201    -0.00613235    -0.01752589    -0.01843314    -0.03020414    -0.12313393
 10984    10.9840       -0.00441964    -0.00508434    -0.00613529    -0.01753358    -0.01844108    -0.03021808    -0.12318692
 10985    10.9850       -0.00442137    -0.00508647    -0.00613799    -0.01754057    -0.01844830    -0.03023081    -0.12323502
 10986    10.9860       -0.00442291    -0.00508839    -0.00614044    -0.01754687    -0.01845478    -0.03024235    -0.12327824
 10987    10.9870       -0.00442429    -0.00509012    -0.00614265    -0.01755248    -0.01846053    -0.03025269    -0.12331657
 10988    10.9880       -0.00442548    -0.00509164    -0.00614462    -0.01755738    -0.01846554    -0.03026183    -0.12335003
 10989    10.9890       -0.00442651    -0.00509296    -0.00614634    -0.01756160    -0.01846983    -0.03026977    -0.12337860
 10990    10.9900       -0.00442735    -0.00509407    -0.00614782    -0.01756512    -0.01847339    -0.03027652    -0.12340229
 10991    10.9910       -0.00442803    -0.00509499    -0.00614906    -0.01756794    -0.01847621    -0.03028207    -0.12342110
 10992    10.9920       -0.00442852    -0.00509570    -0.00615005    -0.01757007    -0.01847831    -0.03028641    -0.12343503
 10993    10.9930       -0.00442884    -0.00509622    -0.00615080    -0.01757150    -0.01847968    -0.03028957    -0.12344408
 10994    10.9940       -0.00442899    -0.00509653    -0.00615131    -0.01757224    -0.01848031    -0.03029152    -0.12344826
