530.33850	539.10626	6.49640	44.72291	-0.00455	0.00143	0.99999
307.98141	313.22412	7.30520	54.31441	0.19079	0.19056	0.96296
672.81372	369.23190	10.33510	52.10721	-0.14243	0.14169	0.97961
382.22083	376.08655	10.35450	51.97646	0.13623	0.13854	0.98081
822.80334	602.17450	10.80780	41.98835	-0.32010	0.00462	0.94737
241.55959	614.29327	10.86250	41.74793	0.31238	-0.00232	0.94995
679.48468	820.39435	10.98200	32.76680	-0.19845	-0.18909	0.96170
389.91803	826.95062	11.01610	32.60809	0.18616	-0.19385	0.96321
816.99713	243.72180	11.65620	56.25384	-0.23677	0.23851	0.94184
234.35229	257.72412	11.69090	56.03143	0.23461	0.23377	0.94356
967.85712	465.66989	11.93520	47.33481	-0.39304	0.13525	0.90952
95.04838	485.45053	12.00270	46.99401	0.38860	0.12644	0.91269
667.51056	79.15543	12.28190	62.55360	-0.10499	0.31607	0.94291
375.89630	87.08384	12.29660	62.42556	0.10456	0.31383	0.94370
636.70428	405.55759	13.46760	50.64689	-0.11224	0.11165	0.98739
418.81635	410.64221	13.48740	50.54488	0.10678	0.10920	0.98827
642.30481	731.55139	13.82700	36.18751	-0.14601	-0.13766	0.97966
424.45709	736.21082	13.86130	36.07760	0.13436	-0.14101	0.98085
525.50067	281.31985	14.06000	55.98865	-0.00192	0.19675	0.98045
857.46167	462.57510	14.74250	47.70331	-0.31711	0.10920	0.94208
202.93765	477.61075	14.80820	47.41983	0.31187	0.10198	0.94464
632.98950	176.80917	15.16520	40.43187	-0.12786	-0.06581	0.98961
414.43024	182.64998	15.18270	59.50308	0.08624	0.26167	0.96130
861.49579	830.08801	15.95930	33.38188	-0.39551	-0.12527	0.90988
853.16144	215.63586	16.07670	56.96465	-0.25504	0.25792	0.93190
210.11674	843.54657	16.07780	33.09467	0.38563	-0.13410	0.91286
197.77328	232.74472	16.12770	56.68214	0.25362	0.25221	0.93385
966.15540	374.48151	16.18670	50.68411	-0.36665	0.18738	0.91129
970.20563	685.12109	16.19520	39.16420	-0.45083	0.00611	0.89259
521.40033	74.34584	16.21170	63.10729	-0.00033	0.31673	0.94851
93.34058	395.47006	16.26690	50.33460	0.36360	0.17908	0.91418
99.77447	703.44379	16.31820	38.80697	0.44377	-0.00420	0.89613
536.65234	1004.88770	16.34940	26.25133	-0.00709	-0.31547	0.94891
615.56982	429.57016	16.63830	49.63144	-0.09326	0.09172	0.99141
440.67242	433.32413	16.65810	49.56144	0.08729	0.08990	0.99212
619.66632	685.61267	16.87590	38.10586	-0.11524	-0.10786	0.98746
705.45642	560.92798	16.88270	43.67595	-0.20038	0.00304	0.97971
445.38184	689.35211	16.90530	38.01868	0.10442	-0.11045	0.98838
356.45459	568.54303	16.93290	43.51358	0.19198	-0.00151	0.98140
701.73175	340.60526	17.60560	53.18970	-0.16434	0.16478	0.97254
352.21088	349.04010	17.64290	53.03086	0.16001	0.16113	0.97388
791.63086	466.65976	17.69930	47.67765	-0.26506	0.09116	0.95991
267.68909	478.54218	17.76490	47.44666	0.25932	0.08526	0.96202
612.30359	239.23941	18.14340	57.45162	-0.07630	0.22554	0.97124
437.34811	243.42441	18.16110	57.38112	0.07321	0.22402	0.97183
795.40491	743.53937	18.46840	36.20234	-0.31972	-0.10036	0.94218
273.07062	754.45343	18.57040	35.96241	0.30961	-0.10765	0.94475
788.49738	265.86221	18.93780	55.64190	-0.22086	0.22244	0.94960
263.75327	279.36401	18.99020	55.40255	0.21815	0.21733	0.95141
698.58972	163.02385	19.44780	59.76290	-0.13690	0.27419	0.95188
348.54163	172.44054	19.48210	59.60092	0.13536	0.27109	0.95299
709.83777	908.09064	19.53180	29.78032	-0.24245	-0.23220	0.94196
362.44885	915.29852	19.63050	29.61696	0.22917	-0.23763	0.94393
968.83441	546.00995	19.83980	44.32288	-0.41537	0.08784	0.90540
455.48056	449.45862	19.85500	48.84539	0.07347	0.07619	0.99438
96.64113	564.90808	19.96010	43.98554	0.40995	0.07863	0.90871
604.56323	657.34918	20.00390	39.33180	-0.09526	-0.08841	0.99152
459.49725	660.40955	20.03620	39.26235	0.08489	-0.09047	0.99227
526.52686	358.94907	20.29660	39.19371	0.00156	-0.09494	0.99548
91.92603	345.50641	20.63770	51.64840	0.35382	0.19982	0.91372
747.74170	472.27603	20.73940	47.52305	-0.22736	0.07797	0.97069
311.21582	482.34158	20.80630	47.75251	0.21926	0.08009	0.97237
534.05042	798.43683	21.19230	33.37321	-0.00631	-0.19539	0.98070
751.33197	695.43292	21.27310	33.89603	-0.28086	-0.15205	0.94763
315.48691	704.46863	21.36830	37.76517	0.25720	-0.08951	0.96220
